cmpcode,docnum,yr,period,doccode,adddate
FDN,116089,2025,9,API,2025-03-08
FDN,116090,2025,2,API,2024-08-04
FDN,116091,2026,4,API,2025-10-06
MSO,117739,2025,6,API,2024-12-26
MSO,117740,2026,3,API,2025-09-03
MSO,117741,2025,3,APC,2024-09-21
MSO,117742,2025,11,APC,2025-05-08
MSO,117743,2026,1,APC,2025-07-06
MSO,117744,2025,5,API,2024-11-03
MSO,117745,2025,9,API,2025-03-22
MSO,117746,2024,4,API,2023-10-17
MSO,117747,2024,4,API,2023-10-04
MSO,117748,2025,11,API,2025-05-25
MSO,117749,2025,7,API,2025-01-10
MSO,117750,2024,10,API,2024-04-14
MSO,117751,2026,6,API,2025-12-10
FDN,116092,2025,5,APC,2024-11-16
MSO,117752,2024,5,API,2023-11-16
MSO,117753,2025,3,API,2024-09-03
MSO,117754,2026,5,APC,2025-11-03
MSO,117755,2024,1,APC,2023-07-26
MSO,117756,2024,9,API,2024-03-05
MSO,117757,2025,7,API,2025-01-12
MSO,117758,2024,3,APC,2023-09-16
MSO,117759,2024,1,API,2023-07-29
MSO,117760,2025,9,API,2025-03-30
MSO,117761,2025,9,API,2025-03-04
MSO,117762,2025,10,APC,2025-04-03
MSO,117763,2025,7,API,2025-01-20
FDN,116093,2025,10,API,2025-04-28
FDN,116094,2024,8,API,2024-02-24
FDN,116095,2025,4,API,2024-10-18
FDN,116096,2025,6,API,2024-12-26
FDN,116097,2025,3,API,2024-09-21
MSO,117764,2026,4,API,2025-10-12
MSO,117765,2024,10,API,2024-04-21
MSO,117766,2026,2,API,2025-08-26
MSO,117767,2025,4,APC,2024-10-28
MSO,117768,2024,7,API,2024-01-24
MSO,117769,2025,10,APC,2025-04-17
MSO,117770,2024,6,API,2023-12-31
MSO,117771,2025,1,API,2024-07-23
MSO,117772,2025,3,API,2024-09-20
MSO,117773,2025,10,APC,2025-04-02
MSO,117774,2025,12,API,2025-06-13
MSO,117775,2025,7,API,2025-01-06
MSO,117776,2026,4,API,2025-10-09
MSO,117777,2025,8,API,2025-02-07
MSO,117778,2024,7,APC,2024-01-28
MSO,117779,2026,2,API,2025-08-06
MSO,117780,2025,4,APC,2024-10-04
MSO,117781,2025,12,APC,2025-06-20
MSO,117782,2025,5,API,2024-11-30
MSO,117783,2025,11,APC,2025-05-28
MSO,117784,2025,11,APC,2025-05-22
MSO,117785,2024,6,API,2023-12-09
MSO,117786,2025,4,APC,2024-10-19
MSO,117787,2025,6,APC,2024-12-19
MSO,117788,2024,10,API,2024-04-21
MSO,117789,2025,7,API,2025-01-06
MSO,117790,2024,12,API,2024-06-03
MSO,117791,2024,3,APC,2023-09-14
MSO,117792,2025,11,API,2025-05-14
MSO,117793,2026,6,API,2025-12-08
MSO,117794,2025,5,API,2024-11-19
MSO,117795,2026,1,API,2025-07-23
MSO,117796,2026,1,APC,2025-07-03
MSO,117797,2025,7,API,2025-01-22
MSO,117798,2026,1,API,2025-07-06
MSO,117799,2025,5,API,2024-11-07
MSO,117800,2026,5,API,2025-11-03
MSO,117801,2025,7,API,2025-01-12
MSO,117802,2025,10,API,2025-04-18
MSO,117803,2025,3,API,2024-09-07
MSO,117804,2026,2,API,2025-08-16
MSO,117805,2024,9,API,2024-03-04
MSO,117806,2024,10,API,2024-04-24
MSO,117807,2026,1,API,2025-07-03
MSO,117808,2025,1,API,2024-07-02
MSO,117809,2025,1,APC,2024-07-06
MSO,117810,2024,9,API,2024-03-30
MSO,117811,2025,2,APC,2024-08-25
MSO,117812,2025,12,API,2025-06-28
MSO,117813,2025,11,API,2025-05-04
MSO,117814,2025,10,APC,2025-04-25
MSO,117815,2025,12,API,2025-06-18
MSO,117816,2025,1,API,2024-07-26
MSO,117817,2024,4,API,2023-10-09
MSO,117818,2025,7,API,2025-01-13
FDN,116098,2024,5,API,2023-11-10
FDN,116099,2025,9,API,2025-03-17
FDN,116100,2024,12,APC,2024-06-07
FDN,116101,2025,12,API,2025-06-17
FDN,116102,2026,3,API,2025-09-04
FDN,116103,2025,5,API,2024-11-22
FDN,116104,2026,3,APC,2025-09-11
FDN,116105,2026,4,API,2025-10-30
FDN,116106,2025,2,API,2024-08-30
FDN,116107,2024,12,API,2024-06-13
MSO,117819,2024,12,API,2024-06-28
MSO,117820,2024,10,API,2024-04-20
MSO,117821,2025,5,API,2024-11-03
MSO,117822,2024,12,APC,2024-06-04
FDN,116108,2024,11,API,2024-05-09
FDN,116109,2024,12,API,2024-06-29
FDN,116110,2025,7,API,2025-01-21
FDN,116111,2026,1,API,2025-07-10
FDN,116112,2026,6,API,2025-12-02
FDN,116113,2025,2,APC,2024-08-16
FDN,116114,2025,2,API,2024-08-17
FDN,116115,2025,12,API,2025-06-07
FDN,116116,2025,3,API,2024-09-19
FDN,116117,2025,1,API,2024-07-11
FDN,116118,2025,10,API,2025-04-30
FDN,116119,2025,8,APC,2025-02-20
FDN,116120,2025,12,API,2025-06-17
FDN,116121,2025,3,API,2024-09-15
FDN,116122,2024,8,API,2024-02-26
FDN,116123,2024,4,API,2023-10-18
FDN,116124,2024,4,API,2023-10-17
FDN,116125,2024,9,APC,2024-03-27
FDN,116126,2025,3,APC,2024-09-27
FDN,116127,2025,6,APC,2024-12-01
FDN,116128,2025,9,API,2025-03-03
FDN,116129,2025,2,API,2024-08-20
FDN,116130,2024,9,API,2024-03-15
FDN,116131,2024,7,API,2024-01-23
FDN,116132,2026,4,APC,2025-10-30
FDN,116133,2024,1,API,2023-07-14
FDN,116134,2025,9,APC,2025-03-11
FDN,116135,2025,8,API,2025-02-19
FDN,116136,2025,1,API,2024-07-28
FDN,116137,2024,8,APC,2024-02-16
FDN,116138,2025,2,API,2024-08-04
FDN,116139,2025,1,APC,2024-07-19
FDN,116140,2025,9,API,2025-03-08
FDN,116141,2025,5,API,2024-11-13
FDN,116142,2024,3,APC,2023-09-16
FDN,116143,2024,7,API,2024-01-11
FDN,116144,2025,10,API,2025-04-04
FDN,116145,2025,7,API,2025-01-16
FDN,116146,2025,9,API,2025-03-17
FDN,116147,2026,3,API,2025-09-21
FDN,116148,2026,5,API,2025-11-11
FDN,116149,2026,6,API,2025-12-08
FDN,116150,2026,3,API,2025-09-11
FDN,116151,2025,10,API,2025-04-06
FDN,116152,2025,8,API,2025-02-12
FDN,116153,2026,3,API,2025-09-24
FDN,116154,2025,8,API,2025-02-02
MSO,117823,2025,1,API,2024-07-26
MSO,117824,2026,2,API,2025-08-24
MSO,117825,2025,4,API,2024-10-19
MSO,117826,2025,9,API,2025-03-22
MSO,117827,2025,10,API,2025-04-01
MSO,117828,2025,11,API,2025-05-15
MSO,117829,2025,9,API,2025-03-05
MSO,117830,2024,9,API,2024-03-29
FDN,116155,2025,9,API,2025-03-27
FDN,116156,2024,10,API,2024-04-27
FDN,116157,2024,11,API,2024-05-18
FDN,116158,2024,6,API,2023-12-08
FDN,116159,2024,4,APC,2023-10-07
MSO,117831,2024,6,API,2023-12-12
MSO,117832,2025,4,API,2024-10-01
MSO,117833,2025,8,APC,2025-02-21
MSO,117834,2024,4,API,2023-10-06
MSO,117835,2025,9,API,2025-03-28
MSO,117836,2025,11,API,2025-05-31
MSO,117837,2024,12,APC,2024-06-04
MSO,117838,2026,4,API,2025-10-22
MSO,117839,2026,6,API,2025-12-12
MSO,117840,2025,7,API,2025-01-20
MSO,117841,2024,2,API,2023-08-05
MSO,117842,2025,6,API,2024-12-18
MSO,117843,2024,11,API,2024-05-20
MSO,117844,2026,6,API,2025-12-21
MSO,117845,2025,4,API,2024-10-26
MSO,117846,2025,8,API,2025-02-24
MSO,117847,2025,9,APC,2025-03-07
MSO,117848,2025,8,APC,2025-02-13
MSO,117849,2025,3,APC,2024-09-17
MSO,117850,2024,11,API,2024-05-13
MSO,117851,2026,3,API,2025-09-23
MSO,117852,2024,8,API,2024-02-08
MSO,117853,2026,1,API,2025-07-08
MSO,117854,2025,8,API,2025-02-24
MSO,117855,2025,4,API,2024-10-28
MSO,117856,2025,4,API,2024-10-07
MSO,117857,2025,4,APC,2024-10-22
MSO,117858,2024,7,API,2024-01-03
MSO,117859,2025,8,API,2025-02-27
MSO,117860,2025,1,API,2024-07-26
MSO,117861,2026,2,API,2025-08-12
MSO,117862,2026,4,API,2025-10-20
MSO,117863,2024,12,API,2024-06-28
MSO,117864,2025,11,API,2025-05-28
MSO,117865,2024,8,API,2024-02-25
MSO,117866,2025,8,APC,2025-02-02
MSO,117867,2025,8,API,2025-02-24
MSO,117868,2026,4,API,2025-10-26
MSO,117869,2025,10,API,2025-04-28
MSO,117870,2024,5,API,2023-11-22
MSO,117871,2024,4,API,2023-10-08
MSO,117872,2025,9,API,2025-03-02
MSO,117873,2024,3,API,2023-09-15
MSO,117874,2024,5,API,2023-11-25
MSO,117875,2026,1,API,2025-07-23
MSO,117876,2025,9,APC,2025-03-15
MSO,117877,2025,4,API,2024-10-03
MSO,117878,2024,1,APC,2023-07-20
MSO,117879,2026,1,API,2025-07-29
MSO,117880,2025,6,API,2024-12-28
MSO,117881,2026,2,API,2025-08-19
MSO,117882,2024,4,APC,2023-10-08
MSO,117883,2025,10,APC,2025-04-10
MSO,117884,2024,11,APC,2024-05-22
MSO,117885,2026,5,API,2025-11-19
MSO,117886,2025,3,API,2024-09-14
MSO,117887,2025,5,API,2024-11-07
MSO,117888,2024,8,API,2024-02-26
MSO,117889,2026,6,API,2025-12-01
MSO,117890,2026,2,API,2025-08-02
MSO,117891,2026,5,API,2025-11-21
MSO,117892,2024,6,APC,2023-12-28
MSO,117893,2025,7,APC,2025-01-11
MSO,117894,2024,7,APC,2024-01-14
MSO,117895,2025,5,APC,2024-11-23
MSO,117896,2026,1,API,2025-07-21
MSO,117897,2024,9,API,2024-03-02
MSO,117898,2025,5,API,2024-11-27
MSO,117899,2025,5,API,2024-11-30
MSO,117900,2026,2,API,2025-08-01
MSO,117901,2024,9,APC,2024-03-30
MSO,117902,2024,8,API,2024-02-07
MSO,117903,2025,5,APC,2024-11-19
MSO,117904,2024,6,API,2023-12-16
MSO,117905,2025,9,API,2025-03-09
MSO,117906,2024,12,API,2024-06-28
MSO,117907,2024,3,API,2023-09-13
MSO,117908,2025,1,API,2024-07-12
FDN,116160,2025,11,API,2025-05-15
FDN,116161,2026,1,API,2025-07-20
FDN,116162,2025,3,API,2024-09-17
FDN,116163,2024,6,API,2023-12-04
FDN,116164,2026,1,API,2025-07-22
FDN,116165,2025,3,APC,2024-09-03
FDN,116166,2025,6,API,2024-12-17
FDN,116167,2024,8,API,2024-02-15
FDN,116168,2026,4,API,2025-10-04
FDN,116169,2025,5,API,2024-11-14
FDN,116170,2026,4,API,2025-10-26
FDN,116171,2024,11,API,2024-05-01
MSO,117909,2025,7,API,2025-01-31
MSO,117910,2025,7,API,2025-01-07
MSO,117911,2024,9,API,2024-03-09
MSO,117912,2024,11,API,2024-05-10
MSO,117913,2025,5,APC,2024-11-17
MSO,117914,2026,4,API,2025-10-09
MSO,117915,2025,6,API,2024-12-04
MSO,117916,2025,10,API,2025-04-07
MSO,117917,2025,11,API,2025-05-12
MSO,117918,2025,12,API,2025-06-21
MSO,117919,2025,3,API,2024-09-23
MSO,117920,2025,7,API,2025-01-19
MSO,117921,2024,9,API,2024-03-08
MSO,117922,2024,10,API,2024-04-28
MSO,117923,2024,5,APC,2023-11-26
MSO,117924,2025,6,API,2024-12-02
MSO,117925,2024,4,API,2023-10-15
MSO,117926,2026,1,API,2025-07-04
MSO,117927,2025,9,API,2025-03-21
MSO,117928,2026,3,API,2025-09-26
MSO,117929,2025,6,APC,2024-12-12
MSO,117930,2025,3,API,2024-09-30
MSO,117931,2025,8,APC,2025-02-22
MSO,117932,2024,11,API,2024-05-09
MSO,117933,2024,11,API,2024-05-17
MSO,117934,2025,9,APC,2025-03-14
MSO,117935,2025,11,API,2025-05-14
MSO,117936,2026,5,API,2025-11-05
MSO,117937,2025,3,API,2024-09-14
MSO,117938,2026,5,API,2025-11-08
MSO,117939,2024,6,API,2023-12-07
MSO,117940,2025,5,API,2024-11-18
MSO,117941,2026,4,APC,2025-10-29
MSO,117942,2025,2,API,2024-08-03
MSO,117943,2025,12,API,2025-06-12
MSO,117944,2024,4,API,2023-10-27
MSO,117945,2025,8,API,2025-02-17
MSO,117946,2024,10,API,2024-04-01
MSO,117947,2025,10,API,2025-04-07
MSO,117948,2025,7,APC,2025-01-15
FDN,116172,2025,3,APC,2024-09-27
FDN,116173,2025,3,API,2024-09-25
FDN,116174,2025,6,APC,2024-12-19
FDN,116175,2024,7,API,2024-01-10
FDN,116176,2025,12,API,2025-06-03
FDN,116177,2025,7,API,2025-01-22
FDN,116178,2024,3,APC,2023-09-09
FDN,116179,2025,11,API,2025-05-27
FDN,116180,2024,9,API,2024-03-21
FDN,116181,2025,7,API,2025-01-19
FDN,116182,2025,4,API,2024-10-30
FDN,116183,2025,2,API,2024-08-18
FDN,116184,2025,9,API,2025-03-15
FDN,116185,2025,7,APC,2025-01-29
FDN,116186,2024,5,API,2023-11-27
FDN,116187,2025,10,API,2025-04-18
FDN,116188,2026,6,API,2025-12-03
FDN,116189,2025,1,API,2024-07-05
FDN,116190,2025,11,API,2025-05-03
FDN,116191,2025,7,API,2025-01-25
FDN,116192,2026,1,API,2025-07-11
FDN,116193,2025,6,API,2024-12-15
FDN,116194,2024,11,APC,2024-05-23
FDN,116195,2025,9,APC,2025-03-01
FDN,116196,2026,2,API,2025-08-27
FDN,116197,2025,4,API,2024-10-11
FDN,116198,2025,7,API,2025-01-26
FDN,116199,2025,8,APC,2025-02-18
FDN,116200,2025,9,APC,2025-03-14
FDN,116201,2026,3,APC,2025-09-19
FDN,116202,2026,2,API,2025-08-03
FDN,116203,2025,10,API,2025-04-17
FDN,116204,2024,10,API,2024-04-28
FDN,116205,2026,3,API,2025-09-10
FDN,116206,2026,1,API,2025-07-16
FDN,116207,2026,3,API,2025-09-29
MSO,117949,2025,3,API,2024-09-24
MSO,117950,2025,12,APC,2025-06-30
MSO,117951,2025,5,API,2024-11-12
MSO,117952,2024,11,API,2024-05-29
MSO,117953,2025,3,APC,2024-09-12
MSO,117954,2025,5,API,2024-11-25
MSO,117955,2026,6,API,2025-12-12
MSO,117956,2025,9,API,2025-03-26
MSO,117957,2024,11,API,2024-05-04
MSO,117958,2026,1,API,2025-07-09
MSO,117959,2025,2,API,2024-08-08
MSO,117960,2024,8,APC,2024-02-10
MSO,117961,2024,9,API,2024-03-14
MSO,117962,2024,6,API,2023-12-08
MSO,117963,2024,12,API,2024-06-12
FDN,116208,2025,3,API,2024-09-17
FDN,116209,2026,1,API,2025-07-09
FDN,116210,2024,12,API,2024-06-07
FDN,116211,2025,6,APC,2024-12-28
FDN,116212,2025,8,APC,2025-02-21
FDN,116213,2025,9,API,2025-03-23
FDN,116214,2025,12,API,2025-06-12
FDN,116215,2024,5,API,2023-11-23
FDN,116216,2025,7,API,2025-01-19
FDN,116217,2024,5,APC,2023-11-03
FDN,116218,2024,3,API,2023-09-26
FDN,116219,2025,3,API,2024-09-05
FDN,116220,2026,1,APC,2025-07-26
FDN,116221,2025,5,API,2024-11-14
FDN,116222,2024,4,APC,2023-10-03
FDN,116223,2025,10,APC,2025-04-23
FDN,116224,2024,10,API,2024-04-23
FDN,116225,2024,7,API,2024-01-26
FDN,116226,2025,2,API,2024-08-17
FDN,116227,2025,7,APC,2025-01-14
FDN,116228,2025,12,API,2025-06-22
FDN,116229,2024,11,API,2024-05-31
FDN,116230,2026,2,API,2025-08-06
FDN,116231,2025,9,API,2025-03-07
FDN,116232,2025,2,API,2024-08-18
FDN,116233,2026,2,APC,2025-08-21
FDN,116234,2025,12,API,2025-06-20
MSO,117964,2025,9,API,2025-03-09
MSO,117965,2025,9,API,2025-03-20
MSO,117966,2024,5,API,2023-11-26
MSO,117967,2025,3,API,2024-09-01
MSO,117968,2024,11,APC,2024-05-08
MSO,117969,2024,10,API,2024-04-27
MSO,117970,2025,7,APC,2025-01-12
MSO,117971,2025,4,API,2024-10-25
FDN,116235,2024,5,API,2023-11-08
FDN,116236,2025,1,API,2024-07-31
FDN,116237,2026,5,API,2025-11-20
MSO,117972,2026,1,API,2025-07-06
MSO,117973,2026,2,API,2025-08-08
MSO,117974,2024,10,API,2024-04-25
MSO,117975,2025,4,API,2024-10-25
MSO,117976,2026,2,API,2025-08-18
MSO,117977,2025,2,API,2024-08-08
MSO,117978,2025,10,APC,2025-04-17
MSO,117979,2026,1,API,2025-07-17
MSO,117980,2025,12,API,2025-06-22
MSO,117981,2025,8,APC,2025-02-14
MSO,117982,2025,7,API,2025-01-18
MSO,117983,2026,3,APC,2025-09-17
MSO,117984,2024,12,API,2024-06-03
MSO,117985,2026,4,API,2025-10-20
MSO,117986,2024,12,API,2024-06-06
MSO,117987,2024,9,API,2024-03-03
MSO,117988,2025,11,API,2025-05-16
MSO,117989,2026,1,API,2025-07-22
MSO,117990,2025,12,API,2025-06-26
MSO,117991,2026,3,API,2025-09-06
MSO,117992,2026,4,API,2025-10-30
MSO,117993,2025,10,APC,2025-04-22
MSO,117994,2024,4,API,2023-10-24
MSO,117995,2025,6,API,2024-12-23
MSO,117996,2025,11,API,2025-05-24
MSO,117997,2026,4,API,2025-10-14
MSO,117998,2026,3,API,2025-09-09
MSO,117999,2026,6,API,2025-12-24
MSO,118000,2024,9,APC,2024-03-01
MSO,118001,2024,11,API,2024-05-15
MSO,118002,2024,9,API,2024-03-29
MSO,118003,2025,9,API,2025-03-10
MSO,118004,2025,12,API,2025-06-21
MSO,118005,2025,6,API,2024-12-02
MSO,118006,2025,10,API,2025-04-03
FDN,116238,2024,6,API,2023-12-22
FDN,116239,2025,11,APC,2025-05-18
FDN,116240,2024,3,API,2023-09-15
FDN,116241,2025,4,APC,2024-10-02
FDN,116242,2024,12,APC,2024-06-08
FDN,116243,2025,1,APC,2024-07-04
FDN,116244,2024,5,API,2023-11-24
FDN,116245,2025,9,API,2025-03-16
FDN,116246,2026,6,API,2025-12-14
FDN,116247,2024,1,APC,2023-07-25
FDN,116248,2026,1,API,2025-07-13
FDN,116249,2025,4,API,2024-10-23
FDN,116250,2024,4,API,2023-10-21
FDN,116251,2024,10,API,2024-04-07
FDN,116252,2025,1,APC,2024-07-30
FDN,116253,2025,5,API,2024-11-18
FDN,116254,2025,8,API,2025-02-16
FDN,116255,2026,5,API,2025-11-04
FDN,116256,2025,4,API,2024-10-02
FDN,116257,2024,9,API,2024-03-21
FDN,116258,2025,3,API,2024-09-04
FDN,116259,2024,6,APC,2023-12-29
FDN,116260,2025,3,API,2024-09-20
MSO,118007,2024,9,APC,2024-03-08
MSO,118008,2025,1,API,2024-07-29
MSO,118009,2025,8,API,2025-02-20
MSO,118010,2024,6,APC,2023-12-16
MSO,118011,2025,10,API,2025-04-03
MSO,118012,2025,4,API,2024-10-27
MSO,118013,2026,2,API,2025-08-27
MSO,118014,2025,2,API,2024-08-10
MSO,118015,2025,12,API,2025-06-20
MSO,118016,2026,6,APC,2025-12-11
MSO,118017,2025,5,API,2024-11-27
MSO,118018,2025,1,API,2024-07-01
MSO,118019,2025,12,API,2025-06-09
MSO,118020,2024,8,API,2024-02-16
FDN,116261,2025,9,API,2025-03-28
FDN,116262,2026,3,APC,2025-09-22
FDN,116263,2025,5,API,2024-11-02
FDN,116264,2025,6,API,2024-12-25
FDN,116265,2024,6,API,2023-12-20
FDN,116266,2025,5,API,2024-11-13
FDN,116267,2024,8,API,2024-02-22
FDN,116268,2025,9,API,2025-03-26
FDN,116269,2026,1,APC,2025-07-02
FDN,116270,2025,2,API,2024-08-20
FDN,116271,2024,6,API,2023-12-27
FDN,116272,2024,6,API,2023-12-08
FDN,116273,2025,10,API,2025-04-12
MSO,118021,2024,10,API,2024-04-12
MSO,118022,2025,12,API,2025-06-19
MSO,118023,2024,6,API,2023-12-20
MSO,118024,2024,12,API,2024-06-04
MSO,118025,2024,4,API,2023-10-11
MSO,118026,2026,6,API,2025-12-12
MSO,118027,2025,1,APC,2024-07-25
MSO,118028,2024,6,APC,2023-12-18
MSO,118029,2025,4,API,2024-10-24
MSO,118030,2025,4,API,2024-10-08
MSO,118031,2024,12,APC,2024-06-14
MSO,118032,2025,10,APC,2025-04-30
MSO,118033,2025,10,API,2025-04-06
MSO,118034,2025,12,APC,2025-06-10
MSO,118035,2026,5,APC,2025-11-08
MSO,118036,2024,9,API,2024-03-08
MSO,118037,2024,8,API,2024-02-05
FDN,116274,2025,6,API,2024-12-27
FDN,116275,2025,10,API,2025-04-08
FDN,116276,2025,1,API,2024-07-20
FDN,116277,2026,3,API,2025-09-23
FDN,116278,2025,5,APC,2024-11-16
FDN,116279,2024,12,API,2024-06-26
FDN,116280,2025,7,API,2025-01-01
FDN,116281,2026,5,API,2025-11-04
FDN,116282,2024,3,API,2023-09-26
FDN,116283,2025,6,API,2024-12-15
FDN,116284,2025,8,API,2025-02-16
MSO,118038,2025,1,API,2024-07-14
MSO,118039,2026,1,API,2025-07-25
MSO,118040,2025,6,API,2024-12-14
MSO,118041,2025,3,API,2024-09-08
MSO,118042,2025,4,API,2024-10-26
MSO,118043,2024,6,API,2023-12-22
MSO,118044,2024,8,API,2024-02-11
MSO,118045,2026,1,API,2025-07-02
MSO,118046,2025,12,API,2025-06-28
MSO,118047,2026,1,API,2025-07-05
MSO,118048,2024,3,API,2023-09-11
MSO,118049,2026,3,API,2025-09-03
MSO,118050,2024,10,APC,2024-04-17
FDN,116285,2026,6,API,2025-12-11
FDN,116286,2025,9,APC,2025-03-27
FDN,116287,2025,4,APC,2024-10-04
FDN,116288,2026,2,API,2025-08-30
FDN,116289,2025,1,API,2024-07-22
MSO,118051,2024,10,API,2024-04-28
MSO,118052,2025,6,API,2024-12-03
MSO,118053,2024,7,API,2024-01-10
MSO,118054,2025,11,API,2025-05-28
MSO,118055,2024,4,APC,2023-10-08
MSO,118056,2026,4,API,2025-10-02
MSO,118057,2024,7,API,2024-01-07
MSO,118058,2026,2,API,2025-08-30
MSO,118059,2025,4,API,2024-10-03
MSO,118060,2025,8,API,2025-02-11
MSO,118061,2025,4,API,2024-10-28
FDN,116290,2025,5,API,2024-11-05
FDN,116291,2024,8,API,2024-02-06
FDN,116292,2024,4,APC,2023-10-25
FDN,116293,2025,9,API,2025-03-22
FDN,116294,2026,2,API,2025-08-28
FDN,116295,2026,4,APC,2025-10-01
FDN,116296,2024,3,API,2023-09-07
FDN,116297,2026,3,API,2025-09-21
FDN,116298,2024,12,API,2024-06-12
FDN,116299,2025,3,API,2024-09-29
FDN,116300,2025,10,API,2025-04-24
FDN,116301,2026,2,API,2025-08-02
FDN,116302,2024,9,API,2024-03-21
FDN,116303,2026,1,APC,2025-07-07
FDN,116304,2025,10,API,2025-04-12
FDN,116305,2025,6,API,2024-12-27
FDN,116306,2025,12,API,2025-06-22
FDN,116307,2025,7,API,2025-01-20
FDN,116308,2025,1,API,2024-07-05
FDN,116309,2024,7,APC,2024-01-30
FDN,116310,2025,7,API,2025-01-12
FDN,116311,2025,4,API,2024-10-01
FDN,116312,2025,2,APC,2024-08-19
FDN,116313,2024,3,API,2023-09-27
FDN,116314,2026,5,API,2025-11-28
FDN,116315,2025,4,APC,2024-10-27
FDN,116316,2024,12,API,2024-06-04
FDN,116317,2025,1,API,2024-07-02
FDN,116318,2024,12,API,2024-06-03
FDN,116319,2024,5,API,2023-11-13
FDN,116320,2025,3,API,2024-09-13
MSO,118062,2025,2,APC,2024-08-09
MSO,118063,2025,2,API,2024-08-03
MSO,118064,2024,12,APC,2024-06-08
MSO,118065,2026,4,API,2025-10-04
MSO,118066,2026,5,API,2025-11-17
MSO,118067,2025,1,API,2024-07-04
MSO,118068,2026,4,APC,2025-10-19
MSO,118069,2025,2,APC,2024-08-31
MSO,118070,2025,12,API,2025-06-23
MSO,118071,2025,2,API,2024-08-18
MSO,118072,2026,5,API,2025-11-05
MSO,118073,2025,10,API,2025-04-12
MSO,118074,2025,3,API,2024-09-19
MSO,118075,2025,10,API,2025-04-04
MSO,118076,2024,5,API,2023-11-19
MSO,118077,2025,10,API,2025-04-01
MSO,118078,2025,7,APC,2025-01-02
MSO,118079,2026,3,API,2025-09-15
MSO,118080,2025,2,APC,2024-08-25
MSO,118081,2025,3,APC,2024-09-14
MSO,118082,2025,9,API,2025-03-13
MSO,118083,2026,2,API,2025-08-23
MSO,118084,2025,9,API,2025-03-24
MSO,118085,2025,5,API,2024-11-03
MSO,118086,2026,6,API,2025-12-14
MSO,118087,2026,2,API,2025-08-12
MSO,118088,2024,9,API,2024-03-06
MSO,118089,2025,10,API,2025-04-25
MSO,118090,2026,4,API,2025-10-10
MSO,118091,2026,5,API,2025-11-14
MSO,118092,2024,10,API,2024-04-29
MSO,118093,2025,1,API,2024-07-19
MSO,118094,2025,3,API,2024-09-13
MSO,118095,2024,8,API,2024-02-21
MSO,118096,2025,11,API,2025-05-03
MSO,118097,2024,1,API,2023-07-22
MSO,118098,2024,7,API,2024-01-11
MSO,118099,2025,10,API,2025-04-28
MSO,118100,2026,5,API,2025-11-07
MSO,118101,2025,4,APC,2024-10-18
MSO,118102,2025,10,API,2025-04-24
MSO,118103,2025,11,API,2025-05-30
MSO,118104,2024,10,API,2024-04-06
MSO,118105,2024,5,API,2023-11-09
MSO,118106,2025,6,API,2024-12-20
MSO,118107,2025,3,APC,2024-09-16
MSO,118108,2025,9,API,2025-03-20
MSO,118109,2025,7,APC,2025-01-04
MSO,118110,2024,7,API,2024-01-08
MSO,118111,2025,6,API,2024-12-24
MSO,118112,2025,8,API,2025-02-03
MSO,118113,2025,1,API,2024-07-07
MSO,118114,2026,6,API,2025-12-14
MSO,118115,2024,10,API,2024-04-16
MSO,118116,2025,12,API,2025-06-23
MSO,118117,2026,1,API,2025-07-04
MSO,118118,2025,12,API,2025-06-04
MSO,118119,2025,4,APC,2024-10-22
MSO,118120,2025,1,API,2024-07-01
MSO,118121,2025,10,API,2025-04-21
MSO,118122,2024,5,APC,2023-11-29
MSO,118123,2026,5,API,2025-11-29
MSO,118124,2024,8,API,2024-02-29
MSO,118125,2025,1,API,2024-07-24
MSO,118126,2024,9,APC,2024-03-03
MSO,118127,2024,12,API,2024-06-19
MSO,118128,2025,7,API,2025-01-05
MSO,118129,2026,2,API,2025-08-12
MSO,118130,2025,8,API,2025-02-18
MSO,118131,2024,6,API,2023-12-30
MSO,118132,2024,8,APC,2024-02-19
MSO,118133,2025,12,API,2025-06-16
MSO,118134,2025,1,API,2024-07-12
MSO,118135,2025,12,API,2025-06-19
MSO,118136,2025,7,API,2025-01-20
MSO,118137,2025,8,APC,2025-02-17
MSO,118138,2025,4,API,2024-10-23
MSO,118139,2024,3,API,2023-09-29
MSO,118140,2024,8,API,2024-02-03
MSO,118141,2024,11,API,2024-05-03
MSO,118142,2025,9,API,2025-03-17
MSO,118143,2026,4,API,2025-10-18
MSO,118144,2025,3,API,2024-09-28
MSO,118145,2026,5,API,2025-11-17
MSO,118146,2025,7,APC,2025-01-19
MSO,118147,2025,2,API,2024-08-19
MSO,118148,2025,10,API,2025-04-03
MSO,118149,2025,3,API,2024-09-15
MSO,118150,2026,4,API,2025-10-23
MSO,118151,2026,2,API,2025-08-18
MSO,118152,2025,3,API,2024-09-15
MSO,118153,2025,10,API,2025-04-12
MSO,118154,2025,3,APC,2024-09-15
MSO,118155,2025,4,APC,2024-10-07
MSO,118156,2026,5,API,2025-11-02
MSO,118157,2024,10,API,2024-04-16
MSO,118158,2024,10,APC,2024-04-08
MSO,118159,2024,8,API,2024-02-11
MSO,118160,2025,9,APC,2025-03-05
MSO,118161,2025,1,API,2024-07-02
MSO,118162,2024,2,APC,2023-08-07
MSO,118163,2024,5,API,2023-11-14
MSO,118164,2026,3,API,2025-09-07
