spend_rank,vendor_code,vendor_name,total_spend,paid_lines,pct_of_total,running_pct_of_total
2174,V0201,Riverside Healthcare Staffing LP 3202,3787.61,6,0.0001,99.9883
2175,V1197,Cardinal Lab Solutions Group 2644,3759.81,4,0.0001,99.9884
2176,V1494,Paramount General Supply Group 3334,3736.99,6,0.0001,99.9884
2177,V1512,Beacon Implant Solutions Ltd 3336,3724.33,9,0.0001,99.9885
2178,V3317,Sterling Clinical Staffing Inc 1311,3711.62,8,0.0001,99.9885
2179,V0874,Cardinal Technology Group Inc 1548,3674.45,8,0.0001,99.9886
2180,V0664,National Pharma Distribution Ltd 2152,3662.26,7,0.0001,99.9886
2181,V2141,Advanced Supply Company Inc 3221,3645.16,6,0.0001,99.9887
2182,V1141,Brightline Diagnostics Supply Inc 0148,3640.57,9,0.0001,99.9887
2183,V0360,Vertex Associates Corp 3136,3619.55,4,0.0001,99.9888
2184,V2475,Cascade Technology Group Corp 2903,3612.43,7,0.0,99.9888
2185,V1176,National Healthcare Staffing Ltd 2441,3587.41,7,0.0,99.9889
2186,V2430,Metro Healthcare Staffing LLC 3071,3573.43,3,0.0,99.9889
2187,V0162,Brightline Hospitality Group LP 3286,3521.85,2,0.0,99.989
2188,V0613,Premier Utility Services Inc 1899,3500.48,8,0.0,99.989
2189,V0324,Dominion Environmental Svcs Co 0342,3493.03,6,0.0,99.9891
2190,V1530,Riverside Laboratory Supply Holdings 1571,3485.04,6,0.0,99.9891
2191,V1855,Metro General Supply Holdings 0402,3441.69,6,0.0,99.9892
2192,V2268,Frontier Environmental Svcs LP 3476,3431.14,7,0.0,99.9892
2193,V3522,Ironwood  Advisory Partners Co 1912,3420.52,3,0.0,99.9893
2194,V2805,Dominion Diagnostics Holdings 0265,3389.46,9,0.0,99.9893
2195,V0007,National Staffing Group LLC 2048,3389.22,4,0.0,99.9894
2196,V3301,Vertex Events Management Corp 0492,3388.82,6,0.0,99.9894
2197,V0460,Brightline Partners LLP Ltd 2663,3386.77,7,0.0,99.9895
2198,V2101,Horizon Clinical Staffing Ltd 2162,3364.6,9,0.0,99.9895
2199,V2852,Cardinal Technology Group Group 1328,3359.81,5,0.0,99.9896
2200,V2671,Riverside Associates Corp 2518,3336.78,6,0.0,99.9896
2201,V0441,Meridian Business Products Corp 3171,3317.81,4,0.0,99.9897
2202,V3090,Harbor Hospitality Group Corp 1602,3310.87,9,0.0,99.9897
2203,V1968,Granite Business Products Ltd 1308,3304.5,4,0.0,99.9897
2204,V2408,Atlas Clinical Reagents Group 0162,3301.72,6,0.0,99.9898
2205,V3432,Premier Mechanical Group Inc 0302,3292.89,7,0.0,99.9898
2206,V1214,Southpoint Health IT LP 0622,3286.91,8,0.0,99.9899
2207,V1185,Metro Diagnostics Ltd 2225,3275.63,4,0.0,99.9899
2208,V1651,Dominion Laboratory Supply Group 2168,3271.5,11,0.0,99.99
2209,V2269,Northgate Workforce Solutions LP 0555,3269.42,11,0.0,99.99
2210,V0214,Keystone General Supply Holdings 1630,3249.73,6,0.0,99.9901
2211,V0173,Ironwood Clinical Reagents LLC 0363,3246.29,7,0.0,99.9901
2212,V1017,Allied Professional Services Holdings 3443,3246.11,6,0.0,99.9902
2213,V2032,Sterling Property Mgmt LLC 3093,3243.01,4,0.0,99.9902
2214,V0194,Continental Print Services Co 1475,3238.2,4,0.0,99.9902
2215,V0050,Advanced Surgical Systems Inc 2516,3216.13,10,0.0,99.9903
2216,V0212,Apex Partners LLP Inc 0105,3194.06,7,0.0,99.9903
2217,V0582,Horizon Property Mgmt Corp 1107,3192.9,5,0.0,99.9904
2218,V3158,Cardinal Biologics Group 3157,3182.34,6,0.0,99.9904
2219,V2137,Coastal BioSupply LP 1633,3168.36,5,0.0,99.9905
2220,V3061,Cornerstone Advisory Partners Group 2757,3143.12,6,0.0,99.9905
2221,V0515,Frontier Diagnostics Supply Co 0158,3122.57,12,0.0,99.9905
2222,V2739,Heritage Staffing Group Corp 0123,3112.56,5,0.0,99.9906
2223,V1098,Atlas Print Services Inc 2227,3090.2,7,0.0,99.9906
2224,V0750,Ironwood Office Supply Group 1147,3080.3,7,0.0,99.9907
2225,V0716,United Implant Solutions LLC 1924,3052.85,4,0.0,99.9907
2226,V2817,Harbor Diagnostics Supply LP 2941,3044.53,10,0.0,99.9908
2227,V0784,Highland Associates Inc 0606,3012.33,12,0.0,99.9908
2228,V2947,Riverside Laboratory Supply LP 0527,2998.95,8,0.0,99.9908
2229,V0507,Meridian Diagnostics Supply Corp 0106,2990.68,3,0.0,99.9909
2230,V1316,Beacon Associates LP 2135,2986.57,6,0.0,99.9909
2231,V1785,Harbor Lab Solutions Co 2571,2979.08,4,0.0,99.991
2232,V2198,Vanguard Mechanical Group Co 1223,2978.67,5,0.0,99.991
2233,V0269,Integrated Surgical Systems Inc 0135,2977.85,6,0.0,99.9911
2234,V2271,Bluegrass Consulting Group Inc 1052,2973.71,6,0.0,99.9911
2235,V1919,Northgate Consulting Group Corp 1832,2951.52,9,0.0,99.9911
2236,V2336,Cardinal Advisory Partners Ltd 0081,2943.28,5,0.0,99.9912
2237,V2405,Brightline Supply Company LP 0434,2932.73,8,0.0,99.9912
2238,V0228,Dominion Property Mgmt Group 2329,2923.96,8,0.0,99.9913
2239,V1738,Keystone MedTech Group 3103,2890.43,8,0.0,99.9913
2240,V3153,Crescent Lab Solutions Holdings 0854,2876.58,8,0.0,99.9913
2241,V0506,Premier Office Supply LP 2745,2874.33,5,0.0,99.9914
2242,V3050,Coastal Diagnostics Supply LLC 3226,2871.81,11,0.0,99.9914
2243,V0544,Bluegrass Energy Services Ltd 0408,2859.06,6,0.0,99.9915
2244,V1172,Heritage Staffing Group Co 1453,2854.38,4,0.0,99.9915
2245,V0863,Trinity General Supply Group 1023,2836.64,7,0.0,99.9915
2246,V1974,Brightline Health IT Ltd 3045,2804.0,3,0.0,99.9916
2247,V0752,Allied Lab Solutions LLC 2989,2790.17,4,0.0,99.9916
2248,V1403,Beacon Energy Services Inc 2455,2774.48,11,0.0,99.9916
2249,V2359,Trinity Utility Services Corp 2201,2755.76,2,0.0,99.9917
2250,V2609,Integrated Partners LLP LP 0277,2755.04,3,0.0,99.9917
2251,V0019,Premier General Supply Group 1749,2753.15,8,0.0,99.9918
2252,V1840,Advanced Workforce Solutions Co 0412,2743.55,6,0.0,99.9918
2253,V0906,Lakeshore Consulting Group Co 0388,2732.0,5,0.0,99.9918
2254,V1371,Bluegrass Pharma Distribution Holdings 0290,2715.91,7,0.0,99.9919
2255,V2366,Brightline Consulting Group Group 2935,2703.2,4,0.0,99.9919
2256,V2746,Northgate Office Supply LLC 1241,2696.01,7,0.0,99.992
2257,V2781,Vanguard Diagnostics Inc 0920,2694.26,4,0.0,99.992
2258,V1394,Pinnacle Pharmaceuticals Corp 1726,2689.43,7,0.0,99.992
2259,V2950,Regional General Supply Corp 1422,2687.77,8,0.0,99.9921
2260,V2477,Cardinal Implant Solutions Group 0767,2687.19,5,0.0,99.9921
2261,V1751,Horizon Advisory Partners Ltd 0633,2683.34,4,0.0,99.9921
2262,V0053,Riverside Supply Company Corp 1570,2681.78,4,0.0,99.9922
2263,V1548,Paramount Clinical Staffing Ltd 1355,2673.31,5,0.0,99.9922
2264,V2259,Cascade Drug Supply Ltd 0870,2650.09,3,0.0,99.9922
2265,V0003,Bluegrass Print Services Inc 0458,2646.69,5,0.0,99.9923
2266,V0296,Crescent Conference Group LP 1885,2627.25,8,0.0,99.9923
2267,V3528,Allied.Staffing Group Ltd 2005,2625.44,6,0.0,99.9924
2268,V0581,Apex Facilities Services LLC 2186,2612.57,6,0.0,99.9924
2269,V2828,Lakeshore MedTech Corp 3364,2609.87,4,0.0,99.9924
2270,V2149,United Workforce Solutions LP 1615,2597.13,3,0.0,99.9925
2271,V1023,Ironwood Energy Services Holdings 1094,2575.54,3,0.0,99.9925
2272,V2642,Southpoint Workforce Solutions Inc 0159,2574.39,4,0.0,99.9925
2273,V2325,Allied Diagnostics Supply LLC 1896,2569.28,2,0.0,99.9926
2274,V1648,Vertex Office Supply Corp 1180,2558.86,5,0.0,99.9926
2275,V0690,Bluegrass Mechanical Group Corp 2473,2549.87,9,0.0,99.9926
2276,V0606,Vanguard Business Products Ltd 1095,2533.79,8,0.0,99.9927
2277,V1847,Granite Lab Solutions Ltd 2995,2519.38,7,0.0,99.9927
2278,V0846,Cardinal Business Products Corp 3397,2510.58,5,0.0,99.9927
2279,V1634,Lakeshore Professional Services Group 0712,2506.76,6,0.0,99.9928
2280,V0315,Dominion Technology Group LP 2668,2477.93,5,0.0,99.9928
2281,V3011,Highland BioSupply Corp 3086,2453.35,5,0.0,99.9928
2282,V0961,Atlas Facilities Services Group 0092,2451.29,3,0.0,99.9929
2283,V1506,Cascade Mechanical Group Ltd 2947,2442.62,6,0.0,99.9929
2284,V0561,Highland Biologics LLC 3499,2435.74,5,0.0,99.993
2285,V3390,Continental Clinical Reagents LP 2273,2434.89,7,0.0,99.993
2286,V3008,Meridian MedTech Group 0985,2417.39,4,0.0,99.993
2287,V0742,Atlas Implant Solutions Corp 3279,2408.62,6,0.0,99.9931
2288,V2971,Cascade Environmental Svcs Holdings 2841,2396.07,5,0.0,99.9931
2289,V0769,Frontier MedTech Group 1232,2370.2,2,0.0,99.9931
2290,V0312,Beacon Data Systems Holdings 0616,2352.82,10,0.0,99.9931
2291,V2696,Highland Surgical Systems LLC 0084,2336.97,4,0.0,99.9932
2292,V0427,Regional Lab Solutions Ltd 2851,2330.8,2,0.0,99.9932
2293,V0749,Regional Supply Company Corp 1239,2326.62,6,0.0,99.9932
2294,V1296,Northgate Cloud Services Co 0955,2311.31,4,0.0,99.9933
2295,V0115,Reliable Implant Solutions Ltd 0584,2303.16,6,0.0,99.9933
2296,V0056,Keystone Print Services Corp 0057,2301.27,3,0.0,99.9933
2297,V2504,Precision Business Products LLC 0509,2289.79,6,0.0,99.9934
2298,V2062,Brightline Lab Solutions Group 1908,2289.62,5,0.0,99.9934
2299,V2567,Horizon Biologics Inc 1770,2274.96,4,0.0,99.9934
2300,V0662,Integrated Print Services LLC 1526,2273.39,6,0.0,99.9935
2301,V0788,Precision Clinical Reagents Holdings 2608,2257.04,7,0.0,99.9935
2302,V0997,Southpoint Professional Services Group 0639,2255.45,5,0.0,99.9935
2303,V1844,Cascade Events Management Co 1249,2234.51,5,0.0,99.9936
2304,V2428,Dominion Advisory Partners Group 2824,2219.16,7,0.0,99.9936
2305,V1078,Crescent Property Mgmt LLC 2154,2206.13,5,0.0,99.9936
2306,V1638,Paramount Conference Group Ltd 1962,2192.09,7,0.0,99.9937
2307,V0470,Meridian Property Mgmt Group 2822,2188.45,3,0.0,99.9937
2308,V0567,Allied Clinical Staffing LP 3480,2171.03,5,0.0,99.9937
2309,V2338,Continental Cloud Services LLC 0253,2167.05,4,0.0,99.9937
2310,V3550,PREMIER MEDTECH GROUP 1429,2166.82,5,0.0,99.9938
2311,V2692,Sterling Software Solutions Group 0414,2160.57,6,0.0,99.9938
2312,V2856,Integrated Lodging Partners LLC 1010,2156.95,11,0.0,99.9938
2313,V0316,Allied Laboratory Supply Ltd 1458,2156.16,6,0.0,99.9939
2314,V0079,Granite Mechanical Group LLC 2940,2131.74,5,0.0,99.9939
2315,V0493,Horizon Partners LLP LLC 1051,2125.2,8,0.0,99.9939
2316,V0480,United Data Systems LP 2961,2103.02,6,0.0,99.994
2317,V1034,Harbor Conference Group LP 1723,2058.03,5,0.0,99.994
2318,V0401,Evergreen Laboratory Supply Inc 0563,2035.32,4,0.0,99.994
2319,V0352,Continental Diagnostics Inc 1799,2030.69,6,0.0,99.994
2320,V0416,Riverside Lab Solutions Inc 2211,2027.58,4,0.0,99.9941
2321,V1514,Summit Workforce Solutions Inc 1356,2026.06,4,0.0,99.9941
2322,V0285,Pinnacle Partners LLP LLC 1676,2022.86,3,0.0,99.9941
2323,V2996,Integrated Mechanical Group Ltd 2970,2013.13,4,0.0,99.9941
2324,V2485,Premier Business Products LLC 1372,2003.68,7,0.0,99.9942
2325,V2339,Northgate Environmental Svcs LLC 2563,1993.34,7,0.0,99.9942
2326,V1616,Cardinal Implant Solutions Corp 1898,1973.44,5,0.0,99.9942
2327,V0534,Precision Consulting Group Corp 1587,1961.31,5,0.0,99.9943
2328,V1945,Apex Business Products Co 0685,1959.49,4,0.0,99.9943
2329,V1467,Crescent Data Systems Group 0298,1957.8,3,0.0,99.9943
2330,V3245,Cornerstone Surgical Systems LLC 3280,1921.96,4,0.0,99.9943
2331,V1926,Vanguard Pharma Distribution Holdings 2192,1917.87,4,0.0,99.9944
2332,V1247,Allied Professional Services Holdings 1439,1914.89,5,0.0,99.9944
2333,V2091,Precision Technology Group LP 1895,1912.34,3,0.0,99.9944
2334,V1886,Continental Laboratory Supply Holdings 2294,1911.04,5,0.0,99.9944
2335,V2153,Sterling Clinical Staffing LP 0715,1908.01,5,0.0,99.9945
2336,V0063,Ironwood Building Maintenance Group 3342,1901.14,9,0.0,99.9945
2337,V3331,Sterling Lodging Partners Co 3146,1894.11,7,0.0,99.9945
2338,V2820,Horizon Events Management Holdings 1558,1878.88,3,0.0,99.9945
2339,V0960,Highland Building Maintenance Ltd 1136,1876.53,7,0.0,99.9946
2340,V2539,Reliable Pharma Distribution LP 2776,1872.23,4,0.0,99.9946
2341,V0200,United Clinical Reagents Inc 3388,1871.53,6,0.0,99.9946
2342,V2733,Regional Building Maintenance LP 0728,1871.12,6,0.0,99.9947
2343,V0418,United Staffing Group LLC 2809,1868.57,5,0.0,99.9947
2344,V3358,Advanced Building Maintenance LP 2792,1857.37,4,0.0,99.9947
2345,V1578,Ironwood Business Products Group 0307,1851.21,4,0.0,99.9947
2346,V2644,Frontier General Supply Group 3434,1841.46,7,0.0,99.9948
2347,V1858,Granite Clinical Reagents Inc 1403,1840.94,7,0.0,99.9948
2348,V1378,Beacon Print Services Corp 1118,1829.29,4,0.0,99.9948
2349,V2085,Allied Partners LLP Group 2143,1802.93,4,0.0,99.9948
2350,V1942,Dominion Health IT Holdings 1580,1800.13,7,0.0,99.9949
2351,V3064,Paramount Business Products Inc 1033,1797.54,6,0.0,99.9949
2352,V1898,Reliable Diagnostics Supply Corp 1471,1795.81,4,0.0,99.9949
2353,V2633,Horizon Print Services Corp 1531,1795.81,4,0.0,99.9949
2354,V0262,Cornerstone Business Products Co 0600,1788.07,2,0.0,99.995
2355,V1302,Harbor Property Mgmt LP 3046,1787.23,7,0.0,99.995
2356,V3526,Premier  Workforce Solutions Corp 2680,1780.93,5,0.0,99.995
2357,V2959,Sterling Laboratory Supply LP 0993,1773.04,8,0.0,99.995
2358,V0722,Integrated Technology Group Co 2416,1771.95,6,0.0,99.9951
2359,V1757,Southpoint MedTech Inc 0598,1769.51,6,0.0,99.9951
2360,V3007,Coastal Professional Services Ltd 2024,1756.35,6,0.0,99.9951
2361,V2027,Bluegrass General Supply Inc 0044,1750.76,7,0.0,99.9951
2362,V3473,Southpoint Facilities Services LP 2113,1746.18,5,0.0,99.9952
2363,V1689,Reliable Consulting Group Holdings 3359,1741.91,7,0.0,99.9952
2364,V1752,Meridian Surgical Systems Inc 1245,1732.57,6,0.0,99.9952
2365,V0912,Regional General Supply Group 3072,1716.36,5,0.0,99.9952
2366,V0182,Liberty Business Products Co 0804,1714.77,5,0.0,99.9952
2367,V1210,Dominion Technology Group Ltd 2368,1710.62,6,0.0,99.9953
2368,V3072,Cascade Water Authority LLC 1831,1706.61,3,0.0,99.9953
2369,V2474,Riverside Building Maintenance Ltd 0713,1704.03,4,0.0,99.9953
2370,V2086,Ironwood BioSupply LP 2791,1699.42,5,0.0,99.9953
2371,V1555,Lakeshore Lab Solutions Co 1359,1696.96,5,0.0,99.9954
2372,V3027,Bluegrass BioSupply Corp 2884,1689.31,5,0.0,99.9954
2373,V1473,Integrated Implant Solutions Group 1009,1689.22,6,0.0,99.9954
2374,V1864,Dominion Mechanical Group Group 0939,1682.71,2,0.0,99.9954
2375,V1721,Northgate Biologics LP 0952,1681.86,5,0.0,99.9955
2376,V3244,Sterling Diagnostics Supply Group 2397,1681.17,8,0.0,99.9955
2377,V0503,Evergreen Hospitality Group Group 0421,1678.17,5,0.0,99.9955
2378,V1603,Harbor Consulting Group Holdings 0229,1658.42,3,0.0,99.9955
2379,V0252,Metro Print Services Ltd 2244,1650.9,4,0.0,99.9955
2380,V1636,Trinity Software Solutions Holdings 1597,1644.54,8,0.0,99.9956
2381,V0178,Trinity Utility Services LLC 2591,1643.63,5,0.0,99.9956
2382,V0099,Granite MedTech Co 2986,1627.82,3,0.0,99.9956
2383,V2760,Atlas Environmental Svcs Co 1086,1620.36,3,0.0,99.9956
2384,V1036,Premier Associates Holdings 2599,1616.09,9,0.0,99.9957
2385,V2807,Continental Diagnostics Supply Group 1012,1615.89,5,0.0,99.9957
2386,V3540,Frontier.Diagnostics Group 2618,1607.09,4,0.0,99.9957
2387,V2693,Regional Print Services Corp 0723,1605.76,3,0.0,99.9957
2388,V2768,Cardinal Professional Services Corp 3356,1594.28,3,0.0,99.9958
2389,V2055,Bluegrass Lab Solutions Ltd 2671,1589.01,3,0.0,99.9958
2390,V0466,Metro Advisory Partners LLC 0043,1580.2,3,0.0,99.9958
2391,V2177,Beacon Health IT Group 3166,1578.47,4,0.0,99.9958
2392,V0047,Regional Cloud Services Ltd 0665,1573.48,5,0.0,99.9958
2393,V0127,Continental Clinical Reagents LLC 2798,1567.88,4,0.0,99.9959
2394,V1737,United General Supply LP 2173,1559.61,6,0.0,99.9959
2395,V2304,Liberty Building Maintenance Group 1271,1546.1,5,0.0,99.9959
2396,V2261,Atlas Professional Services Ltd 1344,1545.24,4,0.0,99.9959
2397,V3510,Apex  Lab Solutions LLC 2727,1542.05,3,0.0,99.9959
2398,V3430,Allied Office Supply Inc 1357,1538.46,6,0.0,99.996
2399,V3278,Granite Environmental Svcs Group 2339,1535.38,4,0.0,99.996
2400,V1486,Integrated Drug Supply LP 0605,1524.46,4,0.0,99.996
2401,V2013,Trinity MedTech Co 3006,1514.08,1,0.0,99.996
2402,V3096,Sentinel Pharmaceuticals Group 1512,1513.37,3,0.0,99.9961
2403,V0259,Keystone RX Wholesale Co 0096,1512.23,4,0.0,99.9961
2404,V0913,Horizon Lodging Partners Group 0306,1499.24,4,0.0,99.9961
2405,V2184,Advanced MedTech Inc 1201,1488.79,3,0.0,99.9961
2406,V3532,Precision  Mechanical Group LLC 0821,1486.05,3,0.0,99.9961
2407,V1327,Vanguard Health IT Holdings 1788,1475.0,3,0.0,99.9962
2408,V2407,Continental Mechanical Group Holdings 1810,1470.24,7,0.0,99.9962
2409,V1423,Granite Technology Group Corp 1588,1470.07,6,0.0,99.9962
2410,V1487,Premier Water Authority Holdings 2659,1468.63,5,0.0,99.9962
2411,V2341,Riverside Medical Devices LP 3104,1448.53,6,0.0,99.9962
2412,V1047,United MedTech Ltd 2890,1443.06,5,0.0,99.9963
2413,V0471,Southpoint Software Solutions Group 1609,1442.78,3,0.0,99.9963
2414,V0783,Sentinel Technology Group LLC 1197,1438.49,5,0.0,99.9963
2415,V0556,Beacon Laboratory Supply Holdings 2360,1432.17,9,0.0,99.9963
2416,V2546,Apex Technology Group Ltd 2815,1431.65,7,0.0,99.9963
2417,V0551,Cardinal Property Mgmt LLC 2362,1428.68,3,0.0,99.9964
2418,V0977,Vertex Facilities Services Co 0241,1426.39,3,0.0,99.9964
2419,V0796,Allied Laboratory Supply Corp 3455,1415.75,7,0.0,99.9964
2420,V0257,Heritage Office Supply LP 1079,1413.25,6,0.0,99.9964
2421,V3302,Highland Clinical Reagents Corp 0994,1408.28,6,0.0,99.9964
2422,V1241,Northgate Print Services Group 3244,1393.69,6,0.0,99.9965
2423,V3319,Beacon Biologics LP 1950,1391.35,2,0.0,99.9965
2424,V1349,Southpoint Software Solutions Corp 1947,1380.68,4,0.0,99.9965
2425,V1794,Cascade Associates Group 2496,1379.71,5,0.0,99.9965
2426,V3101,Liberty Events Management Corp 0223,1377.25,9,0.0,99.9965
2427,V3551,Summit.Pharma Distribution Holdings 0065,1375.62,4,0.0,99.9965
2428,V3533,RIVERSIDE MEDICAL DEVICES HOLDINGS 0910,1374.3,2,0.0,99.9966
2429,V2772,Paramount Business Products Co 2721,1367.74,5,0.0,99.9966
2430,V2297,Evergreen Staffing Group LLC 2934,1365.16,3,0.0,99.9966
2431,V3063,Paramount Laboratory Supply Co 1121,1363.9,2,0.0,99.9966
2432,V3129,Horizon Associates Group 0154,1350.12,4,0.0,99.9966
2433,V3480,Metro Facilities Services Holdings 1300,1341.15,7,0.0,99.9967
2434,V3169,Paramount Pharma Distribution Group 2016,1340.03,4,0.0,99.9967
2435,V1199,Precision BioSupply Co 2271,1335.83,5,0.0,99.9967
2436,V2730,Highland Supply Company Group 3403,1334.1,3,0.0,99.9967
2437,V3330,Highland Lab Solutions Inc 3094,1329.49,7,0.0,99.9967
2438,V3052,National Pharma Distribution LP 1333,1328.18,3,0.0,99.9968
2439,V2490,Beacon Partners LLP Ltd 1866,1324.45,4,0.0,99.9968
2440,V0028,Bluegrass Drug Supply Holdings 0321,1322.03,4,0.0,99.9968
2441,V1733,Crescent Healthcare Staffing Corp 2556,1315.85,7,0.0,99.9968
2442,V2123,Ironwood Clinical Reagents LLC 0410,1312.85,5,0.0,99.9968
2443,V2632,Apex Environmental Svcs Group 0338,1304.91,8,0.0,99.9968
2444,V3449,United Clinical Reagents Holdings 1493,1296.7,5,0.0,99.9969
2445,V3336,Evergreen Lab Solutions Holdings 3030,1287.85,9,0.0,99.9969
2446,V1781,Reliable Diagnostics Inc 1586,1286.41,3,0.0,99.9969
2447,V2455,Harbor Advisory Partners LLC 0962,1284.63,4,0.0,99.9969
2448,V1924,Allied Lab Solutions Corp 0784,1276.37,1,0.0,99.9969
2449,V2827,Dominion Property Mgmt Holdings 1120,1267.7,3,0.0,99.9969
2450,V2249,Advanced Cloud Services Ltd 3159,1264.31,5,0.0,99.997
2451,V0475,Integrated BioSupply Group 3083,1258.9,6,0.0,99.997
2452,V0350,Trinity Drug Supply Corp 2224,1258.52,5,0.0,99.997
2453,V2888,Ironwood Lodging Partners Co 3246,1253.32,8,0.0,99.997
2454,V1815,Integrated General Supply Ltd 0235,1241.84,4,0.0,99.997
2455,V3269,Atlas Hospitality Group Co 1546,1241.21,5,0.0,99.9971
2456,V1463,Northgate Medical Devices LP 2332,1241.11,5,0.0,99.9971
2457,V2970,Sterling Medical Devices LP 0908,1238.6,7,0.0,99.9971
2458,V1204,Highland Clinical Staffing Ltd 1494,1234.38,5,0.0,99.9971
2459,V3552,Ironwood Surgical Systems Holdings 3066.,1230.9,5,0.0,99.9971
2460,V3530,United Professional Services Ltd 0663.,1218.31,4,0.0,99.9971
2461,V1359,Riverside Advisory Partners Group 0258,1188.18,2,0.0,99.9972
2462,V2009,Apex Surgical Systems LP 2604,1183.04,5,0.0,99.9972
2463,V2977,Horizon Advisory Partners Corp 1027,1182.39,4,0.0,99.9972
2464,V2764,Regional Laboratory Supply Group 2112,1181.11,9,0.0,99.9972
2465,V0965,Vertex Travel Services Inc 2155,1178.85,4,0.0,99.9972
2466,V3093,Regional General Supply LP 2369,1178.55,3,0.0,99.9972
2467,V1236,Paramount Biologics Holdings 1782,1175.78,7,0.0,99.9973
2468,V1570,Dominion Property Mgmt Co 1913,1168.44,4,0.0,99.9973
2469,V3321,Ironwood RX Wholesale Corp 1545,1148.87,6,0.0,99.9973
2470,V2501,Heritage Biologics Group 3235,1142.17,2,0.0,99.9973
2471,V1478,Reliable Utility Services Inc 0190,1132.25,3,0.0,99.9973
2472,V1660,Heritage Drug Supply LLC 2529,1123.91,4,0.0,99.9973
2473,V2661,Cascade Business Products Corp 0299,1121.55,4,0.0,99.9973
2474,V2763,Heritage Diagnostics LLC 0964,1120.97,3,0.0,99.9974
2475,V2108,Riverside Power & Light Holdings 1700,1119.85,6,0.0,99.9974
2476,V3538,"Horizon Office Supply, Inc. 1838",1112.2,3,0.0,99.9974
2477,V1086,Keystone Staffing Group Holdings 1088,1108.59,4,0.0,99.9974
2478,V3374,Summit MedTech LP 2148,1103.95,8,0.0,99.9974
2479,V2170,Riverside Environmental Svcs LLC 2017,1101.92,3,0.0,99.9974
2480,V0403,Beacon Office Supply Corp 2709,1099.73,5,0.0,99.9975
2481,V0947,Southpoint Workforce Solutions LP 0556,1091.25,5,0.0,99.9975
2482,V1861,Bluegrass Consulting Group LP 1279,1083.33,4,0.0,99.9975
2483,V1156,Metro Pharma Distribution Inc 1317,1076.89,5,0.0,99.9975
2484,V3175,Ironwood Advisory Partners LLC 0200,1076.54,2,0.0,99.9975
2485,V1007,Allied Conference Group Corp 0115,1058.99,2,0.0,99.9975
2486,V1102,Lakeshore Diagnostics Supply Ltd 0997,1055.03,4,0.0,99.9975
2487,V1148,Meridian Office Supply Corp 3107,1053.04,4,0.0,99.9976
2488,V1580,National General Supply LLC 1336,1033.32,5,0.0,99.9976
2489,V3531,Integrated  Advisory Partners LP 0088,1033.31,4,0.0,99.9976
2490,V2624,Riverside Conference Group Corp 0209,1032.5,6,0.0,99.9976
2491,V2620,Regional Conference Group Ltd 0326,1018.71,6,0.0,99.9976
2492,V3190,Ironwood Lab Solutions Inc 1793,1014.24,2,0.0,99.9976
2493,V2625,Paramount Consulting Group Corp 1161,1006.32,5,0.0,99.9976
2494,V1792,United Lab Solutions Holdings 3365,1005.95,6,0.0,99.9977
2495,V2549,Lakeshore Laboratory Supply Ltd 2736,1005.42,4,0.0,99.9977
2496,V0521,Keystone General Supply LP 0831,1005.23,2,0.0,99.9977
2497,V1545,Pinnacle Environmental Svcs LP 0603,995.55,4,0.0,99.9977
2498,V0234,Atlas Professional Services Co 1648,994.02,3,0.0,99.9977
2499,V1709,Advanced Print Services Inc 2064,989.52,5,0.0,99.9977
2500,V0461,Reliable Associates Ltd 1331,987.8,3,0.0,99.9977
2501,V2197,Heritage RX Wholesale Corp 0824,985.89,8,0.0,99.9978
2502,V3184,Brightline MedTech Inc 2853,984.27,3,0.0,99.9978
2503,V0708,Crescent Supply Company Group 1535,982.34,6,0.0,99.9978
2504,V0217,National Diagnostics LLC 0530,981.42,6,0.0,99.9978
2505,V2809,Keystone Surgical Systems Holdings 2566,976.3,7,0.0,99.9978
2506,V0518,Heritage Workforce Solutions Holdings 0002,970.72,5,0.0,99.9978
2507,V0776,Paramount Print Services LLC 2492,970.01,3,0.0,99.9978
2508,V2754,Horizon Biologics Holdings 3144,964.28,3,0.0,99.9978
2509,V3059,Precision Implant Solutions Holdings 1157,956.81,2,0.0,99.9979
2510,V0306,Sterling Building Maintenance Ltd 2093,955.34,3,0.0,99.9979
2511,V1595,Meridian General Supply Ltd 1285,952.11,4,0.0,99.9979
2512,V0854,Reliable Travel Services Ltd 0860,950.99,7,0.0,99.9979
2513,V1165,Sterling MedTech Group 0864,945.87,5,0.0,99.9979
2514,V1674,Apex Implant Solutions Corp 3085,943.81,3,0.0,99.9979
2515,V3211,Horizon Laboratory Supply Holdings 3291,929.42,4,0.0,99.9979
2516,V3433,Granite Energy Services Corp 2603,926.2,6,0.0,99.998
2517,V1245,Regional Diagnostics Supply Co 1038,912.04,4,0.0,99.998
2518,V0207,Ironwood Diagnostics LP 2101,909.73,5,0.0,99.998
2519,V3425,Keystone Diagnostics Co 1991,906.16,4,0.0,99.998
2520,V0033,Heritage Lab Solutions Group 1302,906.02,3,0.0,99.998
2521,V0640,Sentinel Supply Company Corp 1236,905.37,1,0.0,99.998
2522,V2881,Crescent Implant Solutions Holdings 2581,900.54,7,0.0,99.998
2523,V0090,Vanguard Environmental Svcs Ltd 2803,898.42,2,0.0,99.998
2524,V0384,National Property Mgmt Corp 3015,898.4,5,0.0,99.9981
